split,sample_index,e_dim1,e_dim2,z_dim1,z_dim2,gmm_cluster_id,selected_expert_hungarian,hour,workday_or_holiday,gmm_confidence,embedding_method_e,embedding_method_z
test,53,-0.33832335472106934,-0.04628004878759384,-0.23268625140190125,0.05243799090385437,2,0,18,workday,1.0,pca,pca
test,54,-0.4524606168270111,0.04076726362109184,-0.3653869032859802,-0.012811173684895039,2,0,18,workday,1.0,pca,pca
test,55,-0.6248783469200134,-0.027017224580049515,-0.4809200167655945,-0.05993828549981117,2,0,19,workday,1.0,pca,pca
test,56,-0.6145409345626831,-0.008496380411088467,-0.5197794437408447,-0.0749848410487175,2,0,19,workday,1.0,pca,pca
test,57,-0.6278537511825562,0.0730225145816803,-0.5051725506782532,-0.06513289362192154,2,0,20,workday,1.0,pca,pca
test,58,-0.642342746257782,0.08325497061014175,-0.4751390516757965,-0.07405032962560654,2,0,20,workday,1.0,pca,pca
test,59,-0.630089521408081,-0.03309277445077896,-0.45928892493247986,-0.09751099348068237,2,0,21,workday,1.0,pca,pca
test,60,-0.6097894310951233,0.013393462635576725,-0.46993422508239746,-0.1151280477643013,2,0,21,workday,1.0,pca,pca
test,61,-0.5569289326667786,0.08200933039188385,-0.430035263299942,-0.10280768573284149,2,0,22,workday,1.0,pca,pca
test,62,-0.47530078887939453,0.04084363207221031,-0.36763185262680054,-0.0910271629691124,2,0,22,workday,1.0,pca,pca
test,63,-0.3703007996082306,0.06108146160840988,-0.2870630919933319,-0.06170298159122467,2,0,23,workday,1.0,pca,pca
test,64,-0.31434357166290283,0.031070958822965622,-0.19402728974819183,-0.04781237244606018,2,0,23,workday,1.0,pca,pca
test,65,-0.20320257544517517,-0.16204173862934113,-0.11455053091049194,-0.02944662794470787,2,0,0,holiday,1.0,pca,pca
test,66,-0.007231124211102724,-0.26784074306488037,0.055383313447237015,0.00959726795554161,2,0,0,holiday,1.0,pca,pca
test,67,0.3508654534816742,-0.11240404099225998,0.199061781167984,0.02809097431600094,0,2,1,holiday,1.0,pca,pca
test,68,0.5070011019706726,-0.11048562824726105,0.3462270498275757,0.02378000132739544,0,2,1,holiday,1.0,pca,pca
test,69,0.6159641742706299,-0.12555885314941406,0.43537425994873047,0.007835488766431808,0,2,2,holiday,1.0,pca,pca
test,70,0.7068048715591431,-0.0763886496424675,0.49346923828125,0.002134081441909075,0,2,2,holiday,1.0,pca,pca
test,71,0.777313768863678,-0.08860614150762558,0.5414556860923767,0.002787964651361108,0,2,3,holiday,1.0,pca,pca
test,72,0.7638983130455017,-0.05155882611870766,0.5695520043373108,0.00845598429441452,0,2,3,holiday,1.0,pca,pca
test,73,0.8179959654808044,-0.17319856584072113,0.6112175583839417,0.02851291187107563,0,2,4,holiday,1.0,pca,pca
test,74,0.8164899349212646,-0.14257462322711945,0.6294249892234802,0.006203224882483482,0,2,4,holiday,1.0,pca,pca
test,75,0.7723686695098877,0.056023310869932175,0.6310757398605347,-0.02348882146179676,0,2,5,holiday,1.0,pca,pca
test,76,0.7465278506278992,0.07121708989143372,0.6170893311500549,-0.06042493134737015,0,2,5,holiday,1.0,pca,pca
test,77,0.38416483998298645,-0.19630151987075806,0.5804744362831116,-0.15842671692371368,0,2,6,holiday,1.0,pca,pca
test,78,0.18112333118915558,-0.20487120747566223,0.4765907824039459,-0.28744056820869446,1,1,6,holiday,0.999998927116394,pca,pca
test,79,-0.0547637864947319,-0.02360837161540985,0.2508948743343353,-0.3679221272468567,1,1,7,holiday,1.0,pca,pca
test,80,-0.2339198738336563,-0.1487657129764557,0.011768116615712643,-0.38020944595336914,2,0,7,holiday,1.0,pca,pca
test,81,-0.5142568945884705,-0.43683579564094543,-0.20726384222507477,-0.38029342889785767,2,0,8,holiday,1.0,pca,pca
test,82,-0.6045027375221252,-0.3863137662410736,-0.3110724985599518,-0.31591397523880005,2,0,8,holiday,1.0,pca,pca
test,83,-0.6442393660545349,-0.31341466307640076,-0.3837759792804718,-0.2873377501964569,2,0,9,holiday,1.0,pca,pca
test,84,-0.6029203534126282,-0.28870782256126404,-0.36876147985458374,-0.19680137932300568,2,0,9,holiday,1.0,pca,pca
test,85,-0.37352627515792847,-0.08797044306993484,-0.34325775504112244,-0.13622067868709564,2,0,10,holiday,1.0,pca,pca
test,86,-0.2303646057844162,-0.05189628526568413,-0.287607342004776,-0.05652199313044548,2,0,10,holiday,1.0,pca,pca
test,87,-0.22636517882347107,0.05675060302019119,-0.2613111436367035,0.011816059239208698,2,0,11,holiday,1.0,pca,pca
test,88,-0.18229994177818298,0.06447060406208038,-0.2183082103729248,0.035301994532346725,2,0,11,holiday,1.0,pca,pca
test,89,-0.20188571512699127,0.13089099526405334,-0.2284809648990631,0.04823174327611923,2,0,12,holiday,1.0,pca,pca
test,90,-0.1894155889749527,0.21236029267311096,-0.25475066900253296,0.05114177614450455,2,0,12,holiday,1.0,pca,pca
test,91,-0.14674387872219086,0.18719200789928436,-0.23510175943374634,0.06895437091588974,2,0,13,holiday,0.9995526671409607,pca,pca
test,92,-0.11504258960485458,0.1838853806257248,-0.2023327350616455,0.10331080108880997,1,1,13,holiday,1.0,pca,pca
test,93,-0.11120153963565826,0.17245478928089142,-0.2289293259382248,0.07202520966529846,1,1,14,holiday,0.9999916553497314,pca,pca
test,94,-0.1954823136329651,0.08018791675567627,-0.17672103643417358,0.11469320952892303,2,0,14,holiday,1.0,pca,pca
test,95,-0.16085506975650787,0.22985079884529114,-0.2104942500591278,0.10879100114107132,2,0,15,holiday,1.0,pca,pca
test,96,-0.1628951132297516,0.2144547551870346,-0.20071469247341156,0.11789346486330032,2,0,15,holiday,1.0,pca,pca
test,97,-0.023388195782899857,0.20750272274017334,-0.1910279095172882,0.1284685581922531,1,1,16,holiday,1.0,pca,pca
test,98,0.09625615179538727,0.199580118060112,-0.07412488758563995,0.14226596057415009,1,1,16,holiday,1.0,pca,pca
test,99,0.14279788732528687,0.127604678273201,0.0002319268969586119,0.1593564748764038,1,1,17,holiday,1.0,pca,pca
test,100,0.0357799269258976,0.10742869228124619,-0.0787832960486412,0.14972172677516937,1,1,17,holiday,1.0,pca,pca
test,101,-0.3339148163795471,-0.08469533920288086,-0.24630102515220642,0.04901393875479698,2,0,18,holiday,1.0,pca,pca
test,102,-0.5054053664207458,-0.04136388376355171,-0.3668385446071625,-0.01146471407264471,2,0,18,holiday,1.0,pca,pca
test,103,-0.6532667279243469,-0.026491694152355194,-0.47447705268859863,-0.060513243079185486,2,0,19,holiday,1.0,pca,pca
test,104,-0.7340571880340576,-0.005285297986119986,-0.5722550749778748,-0.10879871994256973,2,0,19,holiday,1.0,pca,pca
test,105,-0.7166047692298889,0.04123196005821228,-0.5657484531402588,-0.11691784113645554,2,0,20,holiday,1.0,pca,pca
test,106,-0.7320594191551208,-0.010270776227116585,-0.5135862231254578,-0.09805631637573242,2,0,20,holiday,1.0,pca,pca
test,107,-0.6228116154670715,0.013725209049880505,-0.4669843912124634,-0.09522328525781631,2,0,21,holiday,1.0,pca,pca
test,108,-0.5630916953086853,-0.010273807682096958,-0.4088364243507385,-0.0735887885093689,2,0,21,holiday,1.0,pca,pca
test,109,-0.4835933744907379,0.12088178098201752,-0.37333378195762634,-0.04438996687531471,2,0,22,holiday,1.0,pca,pca
test,110,-0.4850488007068634,0.13999857008457184,-0.35804393887519836,-0.05882084369659424,2,0,22,holiday,1.0,pca,pca
test,111,-0.5081010460853577,0.04572169482707977,-0.3542088270187378,-0.05182775855064392,2,0,23,holiday,1.0,pca,pca
test,112,-0.4143831431865692,0.11660030484199524,-0.33994060754776,-0.04863831400871277,2,0,23,holiday,1.0,pca,pca
test,113,-0.4328889846801758,-0.01657496578991413,-0.2857736349105835,-0.026640048250555992,2,0,0,holiday,1.0,pca,pca
test,114,-0.3791581988334656,-0.15035203099250793,-0.24420785903930664,-0.030715875327587128,2,0,0,holiday,1.0,pca,pca
test,115,-0.19110436737537384,-0.0725654661655426,-0.17422758042812347,-0.027398498728871346,2,0,1,holiday,1.0,pca,pca
test,116,-0.18778114020824432,-0.1479964554309845,-0.07922101765871048,-0.015035264194011688,2,0,1,holiday,1.0,pca,pca
test,117,-0.07337187975645065,-0.10509675741195679,0.009345526807010174,-0.011191022582352161,2,0,2,holiday,1.0,pca,pca
test,118,0.025960704311728477,-0.11133896559476852,0.09308385103940964,-0.014664273709058762,1,1,2,holiday,1.0,pca,pca
test,119,0.06446883082389832,-0.2592780888080597,0.14288462698459625,-0.02110353857278824,2,0,3,holiday,0.5401280522346497,pca,pca
test,120,0.25122398138046265,-0.17897841334342957,0.24983012676239014,-0.012950628995895386,0,2,3,holiday,1.0,pca,pca
test,121,0.38476377725601196,-0.24572815001010895,0.33740711212158203,0.01638367772102356,0,2,4,holiday,1.0,pca,pca
test,122,0.45849838852882385,-0.30824387073516846,0.405453622341156,0.01683115027844906,0,2,4,holiday,1.0,pca,pca
test,123,0.6878322958946228,0.050862155854701996,0.5169119834899902,0.025235924869775772,0,2,5,holiday,1.0,pca,pca
test,124,0.6443174481391907,0.07924176752567291,0.5709977746009827,0.008328661322593689,0,2,5,holiday,1.0,pca,pca
test,125,0.40263012051582336,-0.18698665499687195,0.5952754020690918,-0.040343791246414185,0,2,6,holiday,1.0,pca,pca
test,126,0.3700600862503052,-0.2203013300895691,0.5998327732086182,-0.07027098536491394,0,2,6,holiday,1.0,pca,pca
test,127,0.596680223941803,0.07218871265649796,0.5726994276046753,-0.12990440428256989,0,2,7,holiday,1.0,pca,pca
test,128,0.5596467852592468,0.06359988451004028,0.5576234459877014,-0.11712024360895157,0,2,7,holiday,1.0,pca,pca
test,129,0.6239778399467468,-0.0663214921951294,0.4890808165073395,-0.09215657413005829,0,2,8,holiday,1.0,pca,pca
test,130,0.5775488018989563,-0.06758283823728561,0.4572393298149109,-0.060659393668174744,0,2,8,holiday,1.0,pca,pca
test,131,0.16628143191337585,-0.2292565554380417,0.28859272599220276,-0.09475912898778915,1,1,9,holiday,1.0,pca,pca
test,132,0.29755711555480957,-0.09370634704828262,0.23285524547100067,-0.02133967913687229,1,1,9,holiday,1.0,pca,pca
test,133,0.168759286403656,0.006966860964894295,0.008276847191154957,-0.04549405723810196,1,1,10,holiday,1.0,pca,pca
test,134,0.07266414910554886,-0.01656169630587101,0.010636331513524055,0.05611386150121689,1,1,10,holiday,0.891365647315979,pca,pca
test,135,-0.11571425944566727,0.03526834025979042,-0.13189277052879333,0.06418870389461517,2,0,11,holiday,1.0,pca,pca
test,136,-0.150599867105484,0.08793861418962479,-0.1391388326883316,0.08959060162305832,2,0,11,holiday,1.0,pca,pca
test,137,-0.343753844499588,0.006826408673077822,-0.2781537175178528,0.048021625727415085,2,0,12,holiday,1.0,pca,pca
test,138,-0.30766957998275757,0.004633955657482147,-0.306217759847641,0.04790855199098587,2,0,12,holiday,1.0,pca,pca
test,139,-0.3512989580631256,0.08436072617769241,-0.3166281282901764,0.049940504133701324,2,0,13,holiday,1.0,pca,pca
test,140,-0.40167945623397827,-0.0011563022853806615,-0.34018751978874207,0.05195339396595955,2,0,13,holiday,1.0,pca,pca
test,141,-0.5254167914390564,0.043114274740219116,-0.374373197555542,0.032297804951667786,2,0,14,holiday,1.0,pca,pca
test,142,-0.4130489230155945,0.12950128316879272,-0.3732309341430664,0.035688698291778564,2,0,14,holiday,1.0,pca,pca
test,143,-0.2693506181240082,0.19112735986709595,-0.3439325988292694,0.06265407055616379,2,0,15,holiday,1.0,pca,pca
test,144,-0.06560774147510529,0.20066052675247192,-0.20928631722927094,0.12358103692531586,2,0,15,holiday,0.9993842840194702,pca,pca
test,145,0.07336188107728958,0.2475879043340683,-0.13839510083198547,0.14516745507717133,1,1,16,holiday,1.0,pca,pca
test,146,0.13477320969104767,0.22410640120506287,-0.04104398190975189,0.18444058299064636,1,1,16,holiday,1.0,pca,pca
test,147,0.19736133515834808,0.18618018925189972,-0.026787618175148964,0.18875566124916077,1,1,17,holiday,1.0,pca,pca
test,148,0.18931105732917786,0.1750088334083557,-0.04163337126374245,0.1758238524198532,1,1,17,holiday,1.0,pca,pca
test,149,-0.07756475359201431,0.15524661540985107,-0.10995464771986008,0.13507989048957825,2,0,18,holiday,0.9999297857284546,pca,pca
test,150,-0.19240538775920868,0.05153709650039673,-0.22798539698123932,0.08743148297071457,2,0,18,holiday,1.0,pca,pca
test,151,-0.2721652388572693,0.03725847974419594,-0.3560156524181366,0.021981602534651756,2,0,19,holiday,1.0,pca,pca
test,152,-0.3052014708518982,0.0861433669924736,-0.4297451078891754,-0.010862727649509907,2,0,19,holiday,1.0,pca,pca
test,153,-0.22536025941371918,0.13865365087985992,-0.41362476348876953,-0.012998615391552448,2,0,20,holiday,1.0,pca,pca
test,154,-0.12480033934116364,0.10876418650150299,-0.29706916213035583,0.03594771772623062,2,0,20,holiday,0.9999575614929199,pca,pca
test,155,-0.1057359054684639,-0.04003212973475456,-0.1884632706642151,0.09218991547822952,2,0,21,holiday,1.0,pca,pca
test,156,-0.13970758020877838,0.034327805042266846,-0.1449754536151886,0.11446259170770645,2,0,21,holiday,1.0,pca,pca
test,157,-0.20133773982524872,0.1675698459148407,-0.20862263441085815,0.09394943714141846,2,0,22,holiday,1.0,pca,pca
test,158,-0.2454809695482254,0.1707126945257187,-0.23873092234134674,0.0778578445315361,2,0,22,holiday,1.0,pca,pca
test,159,-0.21345089375972748,0.16481345891952515,-0.24670003354549408,0.06474281847476959,2,0,23,holiday,1.0,pca,pca
test,160,-0.19014331698417664,0.11943932622671127,-0.24455435574054718,0.044531527906656265,2,0,23,holiday,1.0,pca,pca
test,161,-0.24212031066417694,-0.015201202593743801,-0.21274085342884064,0.04635060578584671,2,0,0,workday,1.0,pca,pca
test,162,-0.22205750644207,-0.04231136664748192,-0.14437192678451538,0.049447499215602875,2,0,0,workday,1.0,pca,pca
test,163,-0.042404934763908386,0.10731497406959534,-0.06557195633649826,0.055451650172472,2,0,1,workday,0.9999998807907104,pca,pca
test,164,-0.030688004568219185,0.02730626054108143,-0.0025516129098832607,0.06016466021537781,2,0,1,workday,0.9987053871154785,pca,pca
test,165,-0.04768834635615349,-0.05324259400367737,0.0629996806383133,0.061835113912820816,2,0,2,workday,1.0,pca,pca
test,166,0.07407358288764954,-0.01841713860630989,0.11021775007247925,0.048950470983982086,1,1,2,workday,1.0,pca,pca
test,167,0.0408007837831974,-0.12971916794776917,0.16972310841083527,0.03882738575339317,1,1,3,workday,0.9999992847442627,pca,pca
test,168,0.2583000361919403,-0.06613312661647797,0.2302839756011963,0.038234833627939224,1,1,3,workday,1.0,pca,pca
test,169,0.34931352734565735,-0.22912126779556274,0.30725812911987305,0.03122282214462757,0,2,4,workday,1.0,pca,pca
test,170,0.48103979229927063,-0.23881648480892181,0.39411047101020813,0.04595779627561569,0,2,4,workday,1.0,pca,pca
test,171,0.6282841563224792,0.0671890452504158,0.501460075378418,0.06928998231887817,0,2,5,workday,1.0,pca,pca
test,172,0.6737793684005737,0.07868018001317978,0.5677109360694885,0.047537997364997864,0,2,5,workday,1.0,pca,pca
test,173,0.40210792422294617,-0.2712167501449585,0.5960552096366882,0.016757873818278313,0,2,6,workday,1.0,pca,pca
test,174,0.4350541830062866,-0.21673394739627838,0.6096668243408203,-0.029154755175113678,0,2,6,workday,1.0,pca,pca
test,175,0.559180736541748,0.0868818461894989,0.6024348735809326,-0.07444804161787033,0,2,7,workday,1.0,pca,pca
test,176,0.5708447098731995,0.08180868625640869,0.6139986515045166,-0.05448171868920326,0,2,7,workday,1.0,pca,pca
test,177,0.5778820514678955,-0.07219994813203812,0.5635157823562622,-0.024124030023813248,0,2,8,workday,1.0,pca,pca
test,178,0.5745981931686401,-0.15156593918800354,0.551261305809021,0.008954077027738094,0,2,8,workday,1.0,pca,pca
test,179,0.47162163257598877,-0.13650161027908325,0.42704424262046814,-0.03623494133353233,0,2,9,workday,1.0,pca,pca
test,180,0.3848080337047577,-0.08692112565040588,0.34845855832099915,-0.025628892704844475,1,1,9,workday,1.0,pca,pca
test,181,0.3467133343219757,0.04733246937394142,0.17390811443328857,-0.056057631969451904,1,1,10,workday,1.0,pca,pca
test,182,0.1851516216993332,-0.022299986332654953,0.15113069117069244,0.0338883213698864,1,1,10,workday,1.0,pca,pca
test,183,-0.013538996689021587,-0.05950157716870308,-0.03428322449326515,0.013340173289179802,1,1,11,workday,0.9961065649986267,pca,pca
test,184,-0.030885806307196617,0.03336317464709282,-0.08223667740821838,0.0590776689350605,2,0,11,workday,0.9995424747467041,pca,pca
test,185,-0.08459335565567017,0.06795530766248703,-0.15991953015327454,0.07737869769334793,2,0,12,workday,1.0,pca,pca
test,186,-0.13592103123664856,0.11754249036312103,-0.1773882955312729,0.10450580716133118,2,0,12,workday,0.9999998807907104,pca,pca
test,187,-0.12320936471223831,0.15209677815437317,-0.2025049328804016,0.12449217587709427,2,0,13,workday,1.0,pca,pca
test,188,-0.10780111700296402,0.1594901829957962,-0.16488288342952728,0.14280126988887787,2,0,13,workday,1.0,pca,pca
test,189,-0.14834056794643402,0.09632246941328049,-0.16031202673912048,0.15445782244205475,2,0,14,workday,1.0,pca,pca
test,190,-0.17328405380249023,0.08334143459796906,-0.11254661530256271,0.1738336682319641,2,0,14,workday,1.0,pca,pca
test,191,-0.0852825939655304,0.20180487632751465,-0.1566845029592514,0.16296808421611786,2,0,15,workday,1.0,pca,pca
test,192,0.07244633138179779,0.17940017580986023,-0.1310022920370102,0.1689680814743042,1,1,15,workday,1.0,pca,pca
test,193,0.03024306893348694,0.2787805497646332,-0.07462035864591599,0.19081546366214752,1,1,16,workday,1.0,pca,pca
test,194,0.0991855189204216,0.2639942467212677,-0.09128638356924057,0.1808611899614334,1,1,16,workday,1.0,pca,pca
test,195,0.11563371121883392,0.2057781219482422,-0.07106336951255798,0.18824343383312225,1,1,17,workday,1.0,pca,pca
test,196,0.04097985476255417,0.14026188850402832,-0.027355818077921867,0.2038215845823288,1,1,17,workday,1.0,pca,pca
test,197,-0.06356438249349594,0.0991969108581543,-0.04038293659687042,0.20062047243118286,2,0,18,workday,1.0,pca,pca
test,198,-0.14872384071350098,0.04059367999434471,-0.060494791716337204,0.18238802254199982,2,0,18,workday,1.0,pca,pca
test,199,-0.17406100034713745,0.003461249638348818,-0.11077762395143509,0.1527373492717743,2,0,19,workday,1.0,pca,pca
test,200,-0.17157958447933197,-0.03001805581152439,-0.13756103813648224,0.1432340443134308,2,0,19,workday,1.0,pca,pca
test,201,0.03102337196469307,0.08240792900323868,-0.07717321813106537,0.15945127606391907,1,1,20,workday,1.0,pca,pca
test,202,0.19394227862358093,0.07113322615623474,0.043392423540353775,0.1742052286863327,1,1,20,workday,1.0,pca,pca
test,203,0.3303326666355133,-0.015553983859717846,0.14720189571380615,0.17122401297092438,1,1,21,workday,1.0,pca,pca
test,204,0.3481571078300476,-0.05355032533407211,0.24566400051116943,0.16484424471855164,0,2,21,workday,0.9999942779541016,pca,pca
test,205,0.3712778687477112,0.1019846573472023,0.2699470818042755,0.15719591081142426,0,2,22,workday,0.9825977683067322,pca,pca
test,206,0.3541290760040283,0.09777743369340897,0.29318147897720337,0.14915497601032257,1,1,22,workday,0.9936214089393616,pca,pca
test,207,0.33508798480033875,0.0940096527338028,0.28102073073387146,0.14328601956367493,0,2,23,workday,0.9975923895835876,pca,pca
test,208,0.5367846488952637,0.09602709114551544,0.2873855531215668,0.15207761526107788,0,2,23,workday,1.0,pca,pca
test,209,0.5493059754371643,-0.029022736474871635,0.40952447056770325,0.15487903356552124,0,2,0,workday,1.0,pca,pca
test,210,0.4861275851726532,-0.09624117612838745,0.5069288611412048,0.12504413723945618,0,2,0,workday,1.0,pca,pca
test,211,0.595920741558075,0.01543797180056572,0.4508581757545471,0.11044322699308395,0,2,1,workday,1.0,pca,pca
test,212,0.7690969109535217,0.031010672450065613,0.5139191150665283,0.14460217952728271,0,2,1,workday,1.0,pca,pca
test,213,0.781917154788971,0.04722307249903679,0.5981438755989075,0.10446073114871979,0,2,2,workday,1.0,pca,pca
test,214,0.8011699914932251,0.03477434441447258,0.6444717645645142,0.061032455414533615,0,2,2,workday,1.0,pca,pca
test,215,0.8478326201438904,-0.014244676567614079,0.6639019846916199,0.031147340312600136,0,2,3,workday,1.0,pca,pca
test,216,0.8609869480133057,-0.027979379519820213,0.666812002658844,0.008770870976150036,0,2,3,workday,1.0,pca,pca
test,217,0.852989912033081,-0.13375237584114075,0.6598638296127319,-0.01602580025792122,0,2,4,workday,1.0,pca,pca
test,218,0.8405887484550476,-0.11002456396818161,0.673310399055481,-0.02189723215997219,0,2,4,workday,1.0,pca,pca
test,219,0.7270106673240662,0.07073016464710236,0.6641753911972046,-0.03405877575278282,0,2,5,workday,1.0,pca,pca
test,220,0.7279706597328186,0.08524089306592941,0.6480408906936646,-0.05964042991399765,0,2,5,workday,1.0,pca,pca
test,221,0.33618879318237305,-0.25777482986450195,0.5950621366500854,-0.1253909319639206,0,2,6,workday,1.0,pca,pca
test,222,0.16307193040847778,-0.28291434049606323,0.4910327196121216,-0.2610626220703125,2,0,6,workday,1.0,pca,pca
