split,sample_index,e_dim1,e_dim2,z_dim1,z_dim2,gmm_cluster_id,selected_expert_hungarian,hour,workday_or_holiday,gmm_confidence,embedding_method_e,embedding_method_z
test,48,0.4148544371128082,0.17905457317829132,-0.2659114897251129,0.11176176369190216,0,0,15,workday,1.0,pca,pca
test,49,0.1690249741077423,0.35067304968833923,-0.25844064354896545,0.12647104263305664,1,2,16,workday,1.0,pca,pca
test,50,0.009328910149633884,0.3859246075153351,-0.13775989413261414,0.15388335287570953,1,2,16,workday,1.0,pca,pca
test,51,-0.024314071983098984,0.4034310281276703,-0.0710330605506897,0.16741690039634705,1,2,17,workday,1.0,pca,pca
test,52,0.017238909378647804,0.30962684750556946,-0.09543883055448532,0.16803693771362305,1,2,17,workday,1.0,pca,pca
test,53,0.2512599229812622,-0.019769173115491867,-0.2734842002391815,0.06299372017383575,0,0,18,workday,1.0,pca,pca
test,54,0.41033726930618286,-0.15922774374485016,-0.42356809973716736,-0.011107289232313633,0,0,18,workday,1.0,pca,pca
test,55,0.6922999620437622,-0.43391209840774536,-0.5532631278038025,-0.06832161545753479,0,0,19,workday,1.0,pca,pca
test,56,0.6722097992897034,-0.44289764761924744,-0.602334201335907,-0.08717851340770721,0,0,19,workday,1.0,pca,pca
test,57,0.7022231817245483,-0.33087557554244995,-0.5795121788978577,-0.07260061800479889,0,0,20,workday,1.0,pca,pca
test,58,0.6896482706069946,-0.18668347597122192,-0.5561492443084717,-0.08913002908229828,0,0,20,workday,1.0,pca,pca
test,59,0.6507851481437683,-0.17497989535331726,-0.5435296297073364,-0.12235300987958908,0,0,21,workday,1.0,pca,pca
test,60,0.7073975205421448,-0.02776733599603176,-0.5543196797370911,-0.1424587219953537,0,0,21,workday,1.0,pca,pca
test,61,0.6715447902679443,-0.069706991314888,-0.5141573548316956,-0.1322912871837616,0,0,22,workday,1.0,pca,pca
test,62,0.5833257436752319,0.02876243367791176,-0.43027812242507935,-0.11175026744604111,0,0,22,workday,1.0,pca,pca
test,63,0.47745344042778015,0.1209389865398407,-0.3344435691833496,-0.07659486681222916,0,0,23,workday,1.0,pca,pca
test,64,0.44236892461776733,0.11565898358821869,-0.23018822073936462,-0.06033487617969513,0,0,23,workday,1.0,pca,pca
test,65,0.14602547883987427,0.1532774716615677,-0.12982907891273499,-0.036824073642492294,1,2,0,holiday,1.0,pca,pca
test,66,-0.2584632635116577,0.17193028330802917,0.06332239508628845,0.008384887129068375,1,2,0,holiday,1.0,pca,pca
test,67,-0.41741764545440674,0.10073531419038773,0.23239628970623016,0.03076344169676304,1,2,1,holiday,1.0,pca,pca
test,68,-0.6145343780517578,0.09921684861183167,0.40421053767204285,0.030691679567098618,2,1,1,holiday,1.0,pca,pca
test,69,-0.6620042324066162,0.09177850186824799,0.5105361342430115,0.013892639428377151,2,1,2,holiday,1.0,pca,pca
test,70,-0.752097487449646,-0.003848504042252898,0.5793341994285583,0.006973630748689175,2,1,2,holiday,1.0,pca,pca
test,71,-0.7836260199546814,-0.3303149342536926,0.6370599269866943,0.007659858092665672,2,1,3,holiday,1.0,pca,pca
test,72,-0.7762416005134583,-0.35820022225379944,0.6705945134162903,0.013362696394324303,2,1,3,holiday,1.0,pca,pca
test,73,-0.8320382237434387,-0.4670548737049103,0.7201683521270752,0.036898430436849594,2,1,4,holiday,1.0,pca,pca
test,74,-0.8261370062828064,-0.4805997312068939,0.7443667650222778,0.009965155273675919,2,1,4,holiday,1.0,pca,pca
test,75,-0.9302709102630615,-0.11526507884263992,0.7467106580734253,-0.028804898262023926,2,1,5,holiday,1.0,pca,pca
test,76,-0.916962206363678,-0.15879572927951813,0.7303394675254822,-0.07386133819818497,2,1,5,holiday,1.0,pca,pca
test,77,-0.5677411556243896,0.04303610324859619,0.6893073916435242,-0.18710198998451233,1,2,6,holiday,0.999962329864502,pca,pca
test,78,-0.36063092947006226,0.05013217404484749,0.5700230002403259,-0.33414244651794434,1,2,6,holiday,1.0,pca,pca
test,79,-0.18140476942062378,0.16714441776275635,0.31002187728881836,-0.42423826456069946,1,2,7,holiday,1.0,pca,pca
test,80,0.08485831320285797,-0.04090476781129837,0.04014017805457115,-0.4291951656341553,1,2,7,holiday,1.0,pca,pca
test,81,0.3255518972873688,-0.47913578152656555,-0.22429697215557098,-0.43506500124931335,0,0,8,holiday,1.0,pca,pca
test,82,0.6029617786407471,-0.5258947014808655,-0.35007837414741516,-0.3606500029563904,0,0,8,holiday,1.0,pca,pca
test,83,0.7314397096633911,-0.48184385895729065,-0.43821319937705994,-0.3296580910682678,0,0,9,holiday,1.0,pca,pca
test,84,0.7312572002410889,-0.4636465907096863,-0.42198026180267334,-0.2259986400604248,0,0,9,holiday,1.0,pca,pca
test,85,0.6887908577919006,-0.28535616397857666,-0.3963278830051422,-0.1580469310283661,0,0,10,holiday,1.0,pca,pca
test,86,0.5001946091651917,-0.06334245949983597,-0.3393849730491638,-0.07160302996635437,0,0,10,holiday,1.0,pca,pca
test,87,0.41531574726104736,-0.09156147390604019,-0.3114784061908722,0.0070457058027386665,0,0,11,holiday,1.0,pca,pca
test,88,0.33380594849586487,-0.0035469424910843372,-0.2630999684333801,0.036829546093940735,0,0,11,holiday,1.0,pca,pca
test,89,0.36684224009513855,-0.20442751049995422,-0.27788245677948,0.04948858171701431,0,0,12,holiday,1.0,pca,pca
test,90,0.3739306628704071,-0.2394576221704483,-0.30248022079467773,0.05502742528915405,0,0,12,holiday,1.0,pca,pca
test,91,0.3188122510910034,-0.07938893139362335,-0.2833137512207031,0.07356353849172592,0,0,13,holiday,1.0,pca,pca
test,92,0.3132133483886719,0.04551322013139725,-0.24348892271518707,0.11740073561668396,0,0,13,holiday,1.0,pca,pca
test,93,0.2791748642921448,0.06179071217775345,-0.27201831340789795,0.08322791755199432,0,0,14,holiday,1.0,pca,pca
test,94,0.3224538266658783,0.11104114353656769,-0.21640531718730927,0.1280645877122879,0,0,14,holiday,1.0,pca,pca
test,95,0.357288658618927,0.0998549833893776,-0.25701820850372314,0.12065373361110687,0,0,15,holiday,1.0,pca,pca
test,96,0.34493398666381836,0.12319008260965347,-0.242364302277565,0.13219648599624634,0,0,15,holiday,1.0,pca,pca
test,97,0.06580978631973267,0.2915811240673065,-0.22879508137702942,0.14380784332752228,1,2,16,holiday,1.0,pca,pca
test,98,-0.10084861516952515,0.31405574083328247,-0.09116869419813156,0.16272951662540436,1,2,16,holiday,1.0,pca,pca
test,99,-0.10568883270025253,0.2997111678123474,-0.00858989916741848,0.18422171473503113,1,2,17,holiday,1.0,pca,pca
test,100,0.01829526759684086,0.20765212178230286,-0.10231123864650726,0.17030613124370575,1,2,17,holiday,1.0,pca,pca
test,101,0.28026914596557617,-0.013769262470304966,-0.2891918420791626,0.05763911455869675,0,0,18,holiday,1.0,pca,pca
test,102,0.5400397777557373,-0.31852206587791443,-0.4273887276649475,-0.012317201122641563,0,0,18,holiday,1.0,pca,pca
test,103,0.7097602486610413,-0.514022171497345,-0.5519533157348633,-0.07144360989332199,0,0,19,holiday,1.0,pca,pca
test,104,0.8645687699317932,-0.5806275606155396,-0.6631798148155212,-0.12863853573799133,0,0,19,holiday,1.0,pca,pca
test,105,0.8008859753608704,-0.45877087116241455,-0.6624952554702759,-0.14312879741191864,0,0,20,holiday,1.0,pca,pca
test,106,0.8393120169639587,-0.3953138291835785,-0.6033426523208618,-0.12208711355924606,0,0,20,holiday,1.0,pca,pca
test,107,0.7742516994476318,-0.23549532890319824,-0.5517767071723938,-0.11684802174568176,0,0,21,holiday,1.0,pca,pca
test,108,0.7284078598022461,-0.07242396473884583,-0.4864028990268707,-0.09322933107614517,0,0,21,holiday,1.0,pca,pca
test,109,0.6715397834777832,-0.08233193308115005,-0.44188281893730164,-0.059428513050079346,0,0,22,holiday,1.0,pca,pca
test,110,0.6639599204063416,-0.01925692893564701,-0.42428410053253174,-0.07468511909246445,0,0,22,holiday,1.0,pca,pca
test,111,0.5959553122520447,-0.042238492518663406,-0.41855382919311523,-0.0679851695895195,0,0,23,holiday,1.0,pca,pca
test,112,0.5258176922798157,0.016123026609420776,-0.39279839396476746,-0.06081303581595421,0,0,23,holiday,1.0,pca,pca
test,113,0.4618552327156067,0.018299516290426254,-0.33548080921173096,-0.03710534796118736,0,0,0,holiday,1.0,pca,pca
test,114,0.3310064375400543,-0.008008497767150402,-0.27907776832580566,-0.03919483721256256,0,0,0,holiday,0.9998965263366699,pca,pca
test,115,0.1210845485329628,0.16255304217338562,-0.1967821568250656,-0.035812459886074066,1,2,1,holiday,1.0,pca,pca
test,116,0.062062300741672516,0.21128320693969727,-0.08608454465866089,-0.019415363669395447,1,2,1,holiday,1.0,pca,pca
test,117,-0.04699164628982544,0.25094082951545715,0.017724307253956795,-0.012463628314435482,1,2,2,holiday,1.0,pca,pca
test,118,-0.13033287227153778,0.20742471516132355,0.11579433083534241,-0.014508160762488842,1,2,2,holiday,1.0,pca,pca
test,119,-0.3005952537059784,0.10604797303676605,0.17699892818927765,-0.021832501515746117,1,2,3,holiday,1.0,pca,pca
test,120,-0.4182521402835846,0.05436848849058151,0.2999672591686249,-0.01287840399891138,1,2,3,holiday,0.999985933303833,pca,pca
test,121,-0.4983372688293457,-0.14588892459869385,0.40297749638557434,0.02205260843038559,2,1,4,holiday,1.0,pca,pca
test,122,-0.6054056286811829,-0.10373307019472122,0.4840148091316223,0.022776100784540176,2,1,4,holiday,1.0,pca,pca
test,123,-0.8890082240104675,-0.021239759400486946,0.6144676208496094,0.03149858117103577,2,1,5,holiday,1.0,pca,pca
test,124,-0.8370373845100403,-0.19098985195159912,0.6749252080917358,0.012979444116353989,2,1,5,holiday,1.0,pca,pca
test,125,-0.5999867916107178,-0.1286546289920807,0.7022901773452759,-0.04585154354572296,2,1,6,holiday,1.0,pca,pca
test,126,-0.5981661677360535,-0.10745212435722351,0.7045685648918152,-0.07829983532428741,2,1,6,holiday,1.0,pca,pca
test,127,-0.7148078680038452,-0.19731087982654572,0.6736999154090881,-0.14614048600196838,2,1,7,holiday,1.0,pca,pca
test,128,-0.6548080444335938,-0.33724814653396606,0.655665934085846,-0.1249312162399292,2,1,7,holiday,1.0,pca,pca
test,129,-0.4971212148666382,-0.40534132719039917,0.5729942917823792,-0.0993870347738266,2,1,8,holiday,0.9999994039535522,pca,pca
test,130,-0.5103819966316223,-0.3888877034187317,0.5377978682518005,-0.059054821729660034,2,1,8,holiday,0.9999911785125732,pca,pca
test,131,-0.3403899371623993,-0.18478940427303314,0.3411954641342163,-0.10153097659349442,1,2,9,holiday,1.0,pca,pca
test,132,-0.2657943069934845,-0.08821090310811996,0.27738404273986816,-0.016330165788531303,1,2,9,holiday,1.0,pca,pca
test,133,-0.16888490319252014,-0.0015828250907361507,0.01393896248191595,-0.04857834428548813,1,2,10,holiday,1.0,pca,pca
test,134,0.0681566596031189,0.28385186195373535,0.014386997558176517,0.06751171499490738,1,2,10,holiday,0.8089719414710999,pca,pca
test,135,0.23904955387115479,0.183664932847023,-0.15342019498348236,0.07632537186145782,0,0,11,holiday,1.0,pca,pca
test,136,0.31942346692085266,0.17220404744148254,-0.16313128173351288,0.10485772043466568,0,0,11,holiday,1.0,pca,pca
test,137,0.40346628427505493,-0.21341079473495483,-0.32354867458343506,0.05730060115456581,0,0,12,holiday,1.0,pca,pca
test,138,0.4139626920223236,-0.10468648374080658,-0.3559742271900177,0.05531057342886925,0,0,12,holiday,1.0,pca,pca
test,139,0.5013251900672913,-0.35417380928993225,-0.37294384837150574,0.05717058107256889,0,0,13,holiday,1.0,pca,pca
test,140,0.5246703624725342,-0.30979883670806885,-0.39636409282684326,0.05905403196811676,0,0,13,holiday,1.0,pca,pca
test,141,0.6785657405853271,-0.4388637840747833,-0.44332724809646606,0.03430704399943352,0,0,14,holiday,1.0,pca,pca
test,142,0.6441194415092468,-0.3480062186717987,-0.4382895231246948,0.03974970430135727,0,0,14,holiday,1.0,pca,pca
test,143,0.44999662041664124,-0.016342800110578537,-0.41103625297546387,0.06817298382520676,0,0,15,holiday,1.0,pca,pca
test,144,0.24524939060211182,0.14883621037006378,-0.25224727392196655,0.14132167398929596,0,0,15,holiday,0.996781587600708,pca,pca
test,145,0.08815554529428482,0.36618930101394653,-0.15964332222938538,0.16964130103588104,1,2,16,holiday,1.0,pca,pca
test,146,-0.08747582882642746,0.30644795298576355,-0.04977205768227577,0.21255451440811157,1,2,16,holiday,1.0,pca,pca
test,147,-0.15765349566936493,0.35389742255210876,-0.041527826339006424,0.2156868875026703,1,2,17,holiday,1.0,pca,pca
test,148,-0.24900484085083008,0.20626285672187805,-0.06326403468847275,0.20004111528396606,1,2,17,holiday,1.0,pca,pca
test,149,-0.11986193805932999,0.15252070128917694,-0.13830667734146118,0.1555822640657425,1,2,18,holiday,1.0,pca,pca
test,150,0.06695862859487534,0.09299346059560776,-0.2696331739425659,0.10206236690282822,1,2,18,holiday,0.948029100894928,pca,pca
test,151,0.2828823924064636,-0.11900416016578674,-0.40947094559669495,0.03077048994600773,0,0,19,holiday,1.0,pca,pca
test,152,0.34998634457588196,-0.12369244545698166,-0.49651145935058594,-0.009238489903509617,0,0,19,holiday,1.0,pca,pca
test,153,0.27789604663848877,0.0698297917842865,-0.48354509472846985,-0.014131576754152775,0,0,20,holiday,1.0,pca,pca
test,154,0.23272071778774261,0.2261236310005188,-0.356332004070282,0.038231588900089264,0,0,20,holiday,1.0,pca,pca
test,155,0.2544534504413605,0.3332001864910126,-0.23482243716716766,0.10198986530303955,0,0,21,holiday,1.0,pca,pca
test,156,0.23877555131912231,0.34882181882858276,-0.1804070770740509,0.12806336581707,0,0,21,holiday,1.0,pca,pca
test,157,0.3580622375011444,0.3000432848930359,-0.25647786259651184,0.1011914536356926,0,0,22,holiday,1.0,pca,pca
test,158,0.2789424657821655,0.26446160674095154,-0.2924308180809021,0.08109987527132034,0,0,22,holiday,1.0,pca,pca
test,159,0.29467707872390747,0.17838947474956512,-0.29637908935546875,0.07061099261045456,0,0,23,holiday,1.0,pca,pca
test,160,0.23355071246623993,0.14965316653251648,-0.2991640567779541,0.045042138546705246,0,0,23,holiday,1.0,pca,pca
test,161,0.2265578657388687,0.185438871383667,-0.25643816590309143,0.04760640859603882,0,0,0,workday,1.0,pca,pca
test,162,0.24804234504699707,0.19264750182628632,-0.1773221343755722,0.05222994089126587,0,0,0,workday,1.0,pca,pca
test,163,0.1768459528684616,0.14517544209957123,-0.08249412477016449,0.060744572430849075,0,0,1,workday,0.9999995231628418,pca,pca
test,164,-0.0852075144648552,0.16350199282169342,-0.006829568184912205,0.06637950986623764,1,2,1,workday,1.0,pca,pca
test,165,-0.0438321977853775,0.1522965133190155,0.0693257749080658,0.06870339810848236,1,2,2,workday,1.0,pca,pca
test,166,-0.16150438785552979,0.2814270555973053,0.1308588832616806,0.057025909423828125,1,2,2,workday,1.0,pca,pca
test,167,-0.2522585690021515,0.20130890607833862,0.20094577968120575,0.046781931072473526,1,2,3,workday,1.0,pca,pca
test,168,-0.46330875158309937,0.06822966784238815,0.27054303884506226,0.04543276131153107,1,2,3,workday,1.0,pca,pca
test,169,-0.5198999643325806,0.057292141020298004,0.362255334854126,0.03722112998366356,2,1,4,workday,0.9062222242355347,pca,pca
test,170,-0.6663730144500732,-0.20976825058460236,0.46912044286727905,0.054607879370450974,2,1,4,workday,1.0,pca,pca
test,171,-0.8268470764160156,0.058174122124910355,0.5978158116340637,0.07957489788532257,2,1,5,workday,1.0,pca,pca
test,172,-0.9141064286231995,-0.018116891384124756,0.6735041737556458,0.05434582382440567,2,1,5,workday,1.0,pca,pca
test,173,-0.6645764708518982,0.1972247064113617,0.7071518301963806,0.018926454707980156,2,1,6,workday,1.0,pca,pca
test,174,-0.6837890148162842,0.12600725889205933,0.7217561602592468,-0.03594641759991646,2,1,6,workday,1.0,pca,pca
test,175,-0.7348102331161499,-0.081293985247612,0.7120159864425659,-0.08984356373548508,2,1,7,workday,1.0,pca,pca
test,176,-0.7203288078308105,-0.1441788673400879,0.7222219109535217,-0.06354635953903198,2,1,7,workday,1.0,pca,pca
test,177,-0.6910428404808044,-0.3006190061569214,0.6599025726318359,-0.029728008434176445,2,1,8,workday,1.0,pca,pca
test,178,-0.5524082779884338,-0.053828660398721695,0.6454880237579346,0.015410546213388443,2,1,8,workday,0.9998843669891357,pca,pca
test,179,-0.5506699085235596,0.027124576270580292,0.5000090003013611,-0.03816787153482437,1,2,9,workday,1.0,pca,pca
test,180,-0.498415470123291,-0.06158919259905815,0.41420549154281616,-0.018182918429374695,1,2,9,workday,1.0,pca,pca
test,181,-0.374030202627182,-0.12986601889133453,0.21254180371761322,-0.05611739680171013,1,2,10,workday,1.0,pca,pca
test,182,-0.2355082631111145,0.10792333632707596,0.18109804391860962,0.04569094628095627,1,2,10,workday,1.0,pca,pca
test,183,-0.1655602604150772,0.14380456507205963,-0.03995204716920853,0.019810231402516365,1,2,11,workday,1.0,pca,pca
test,184,-0.03932516649365425,0.1843634396791458,-0.09373024851083755,0.0726529136300087,1,2,11,workday,1.0,pca,pca
test,185,0.07556997239589691,0.14427818357944489,-0.19313016533851624,0.08954045176506042,0,0,12,workday,0.9926407933235168,pca,pca
test,186,0.10219842940568924,0.07821658998727798,-0.20691035687923431,0.12343458086252213,0,0,12,workday,1.0,pca,pca
test,187,0.20753426849842072,0.08500812947750092,-0.24171684682369232,0.14349457621574402,0,0,13,workday,1.0,pca,pca
test,188,0.257276326417923,0.18119332194328308,-0.19981686770915985,0.1641170084476471,0,0,13,workday,1.0,pca,pca
test,189,0.35431531071662903,0.31860074400901794,-0.1994883269071579,0.1769300401210785,0,0,14,workday,1.0,pca,pca
test,190,0.42823681235313416,0.32662996649742126,-0.14314192533493042,0.1985965371131897,0,0,14,workday,1.0,pca,pca
test,191,0.19584637880325317,0.2468804121017456,-0.1925753504037857,0.18664701282978058,0,0,15,workday,1.0,pca,pca
test,192,0.025994887575507164,0.3789152204990387,-0.15552152693271637,0.19509312510490417,1,2,15,workday,1.0,pca,pca
test,193,0.042092759162187576,0.3857009708881378,-0.09268273413181305,0.21937626600265503,1,2,16,workday,1.0,pca,pca
test,194,-0.14506389200687408,0.3389706015586853,-0.10787543654441833,0.21047541499137878,1,2,16,workday,1.0,pca,pca
test,195,-0.04685020074248314,0.38352665305137634,-0.08499626815319061,0.21741031110286713,1,2,17,workday,1.0,pca,pca
test,196,-0.004603264387696981,0.31872671842575073,-0.040461216121912,0.23269958794116974,1,2,17,workday,1.0,pca,pca
test,197,-0.12799131870269775,0.15809543430805206,-0.0511941984295845,0.23242007195949554,1,2,18,workday,1.0,pca,pca
test,198,0.08669975399971008,0.2243354171514511,-0.07243422418832779,0.21280823647975922,1,2,18,workday,1.0,pca,pca
test,199,0.26163768768310547,0.16783395409584045,-0.1332491785287857,0.17567148804664612,0,0,19,workday,1.0,pca,pca
test,200,0.287243515253067,0.18608660995960236,-0.1672632098197937,0.16259866952896118,0,0,19,workday,1.0,pca,pca
test,201,-0.06441333889961243,0.2778947353363037,-0.1003822386264801,0.18291868269443512,1,2,20,workday,1.0,pca,pca
test,202,-0.2742327153682709,0.26714614033699036,0.03917945176362991,0.20211656391620636,1,2,20,workday,1.0,pca,pca
test,203,-0.31166738271713257,0.28592076897621155,0.15920858085155487,0.19931279122829437,1,2,21,workday,1.0,pca,pca
test,204,-0.35647812485694885,0.3152974545955658,0.27721068263053894,0.19129888713359833,1,2,21,workday,1.0,pca,pca
test,205,-0.4399704933166504,0.2728778123855591,0.3086298108100891,0.1836559772491455,1,2,22,workday,1.0,pca,pca
test,206,-0.4318276047706604,0.29527753591537476,0.3393859267234802,0.17334029078483582,1,2,22,workday,1.0,pca,pca
test,207,-0.6098884344100952,-0.07428957521915436,0.32506659626960754,0.1657802313566208,2,1,23,workday,1.0,pca,pca
test,208,-0.7210452556610107,0.014087937772274017,0.33535534143447876,0.1763990819454193,2,1,23,workday,1.0,pca,pca
test,209,-0.710249662399292,0.02238527126610279,0.4723500907421112,0.18132229149341583,2,1,0,workday,1.0,pca,pca
test,210,-0.581437349319458,0.1856040060520172,0.5867725610733032,0.15172486007213593,1,2,0,workday,0.9999982118606567,pca,pca
test,211,-0.7492243051528931,0.05655144155025482,0.5266739726066589,0.13412846624851227,2,1,1,workday,1.0,pca,pca
test,212,-0.8861815333366394,-0.16212980449199677,0.5910322070121765,0.17253807187080383,2,1,1,workday,1.0,pca,pca
test,213,-0.9005398750305176,-0.08247581869363785,0.6918894648551941,0.1334083080291748,2,1,2,workday,1.0,pca,pca
test,214,-0.9096227884292603,-0.11353075504302979,0.7496781349182129,0.08191697299480438,2,1,2,workday,1.0,pca,pca
test,215,-0.9178705215454102,-0.3538656532764435,0.7752885818481445,0.04567531496286392,2,1,3,workday,1.0,pca,pca
test,216,-0.9267271757125854,-0.40488311648368835,0.779424250125885,0.0193584393709898,2,1,3,workday,1.0,pca,pca
test,217,-0.9142511487007141,-0.5082030296325684,0.7715818881988525,-0.008028680458664894,2,1,4,workday,1.0,pca,pca
test,218,-0.9092857241630554,-0.5714413523674011,0.7883530855178833,-0.014719159342348576,2,1,4,workday,1.0,pca,pca
test,219,-0.952341616153717,-0.1568072885274887,0.7783394455909729,-0.02959403023123741,2,1,5,workday,1.0,pca,pca
test,220,-0.9536008834838867,-0.18338575959205627,0.7593281865119934,-0.05874340236186981,2,1,5,workday,1.0,pca,pca
test,221,-0.48629435896873474,0.24559557437896729,0.6982077956199646,-0.13397575914859772,1,2,6,workday,1.0,pca,pca
test,222,-0.19966886937618256,0.28420522809028625,0.5820363759994507,-0.28459063172340393,1,2,6,workday,1.0,pca,pca
test,223,-0.003487552748993039,0.3962869644165039,0.3347441554069519,-0.3535153567790985,1,2,7,workday,1.0,pca,pca
