sample_index,delta_hat,delta_true,category
69,0.9590332508087158,0.2756524085998535,correct_environment
70,0.8251462578773499,0.11517620086669922,correct_environment
71,0.8131641149520874,0.2497415542602539,correct_environment
72,0.7892764210700989,0.09357595443725586,correct_environment
73,0.6624213457107544,0.38228940963745117,correct_environment
74,0.5231916904449463,0.4168109893798828,correct_environment
75,1.0534180402755737,0.5690197944641113,correct_environment
76,1.0652894973754883,1.1372389793395996,correct_environment
77,2.3476672172546387,0.6515264511108398,correct_environment
78,3.680394411087036,0.515223503112793,correct_environment
79,2.633716583251953,0.1749858856201172,correct_environment
80,3.2588822841644287,0.6106786727905273,correct_environment
81,4.268617630004883,0.34627628326416016,correct_environment
82,2.3032374382019043,-0.1282978057861328,missed_gain
83,0.8480966687202454,-0.23407649993896484,missed_gain
84,1.0125138759613037,-0.03554821014404297,missed_gain
85,1.4140725135803223,0.04506111145019531,correct_environment
86,1.5009946823120117,-0.3234729766845703,missed_gain
87,0.6341845393180847,-0.33805370330810547,missed_gain
88,0.6900257468223572,-0.16788196563720703,missed_gain
89,0.5578193068504333,-0.36325931549072266,missed_gain
90,0.4067402184009552,0.21381664276123047,correct_environment
91,0.6668317317962646,-0.6412448883056641,missed_gain
92,0.7216588258743286,0.08241081237792969,correct_environment
93,0.8518943190574646,0.7910566329956055,correct_environment
94,0.887021541595459,-0.5061941146850586,missed_gain
95,0.7237576246261597,0.0909433364868164,correct_environment
96,0.6191090941429138,-0.0848541259765625,missed_gain
97,0.8480154871940613,1.0535945892333984,correct_environment
98,0.4807560443878174,-0.17913818359375,missed_gain
99,0.7397928833961487,-0.041332244873046875,missed_gain
100,0.2419244945049286,0.0754690170288086,correct_environment
101,0.21271167695522308,0.1561727523803711,correct_environment
102,0.7858139276504517,-0.1298227310180664,missed_gain
103,1.224257230758667,-0.5014133453369141,missed_gain
104,1.4121119976043701,0.35773181915283203,correct_environment
105,0.9241480827331543,0.014680862426757812,correct_environment
106,0.663413405418396,0.2993450164794922,correct_environment
107,0.7878958582878113,-0.03362464904785156,missed_gain
108,0.7210331559181213,-0.28595638275146484,missed_gain
109,0.7258216142654419,-0.32614898681640625,missed_gain
110,0.8101649880409241,-0.01895618438720703,missed_gain
111,0.9548527598381042,0.3215799331665039,correct_environment
112,0.9480599164962769,0.5389604568481445,correct_environment
113,0.8719412088394165,0.0653076171875,correct_environment
114,0.6814442873001099,-0.037428855895996094,missed_gain
115,0.5675687789916992,0.040503501892089844,correct_environment
116,0.44547927379608154,0.21605777740478516,correct_environment
117,0.5767806768417358,-0.2732686996459961,missed_gain
118,0.5145276784896851,0.4263725280761719,correct_environment
119,0.40401342511177063,-0.08744430541992188,missed_gain
120,0.5658026337623596,-0.08867168426513672,missed_gain
121,0.6035456657409668,0.37004566192626953,correct_environment
122,0.5854232907295227,0.024381637573242188,correct_environment
123,0.7520226836204529,-0.16535282135009766,missed_gain
124,0.9333438277244568,-0.29435205459594727,missed_gain
125,1.1580302715301514,0.023105621337890625,correct_environment
126,1.1096601486206055,0.3960285186767578,correct_environment
127,1.2860255241394043,0.08993959426879883,correct_environment
128,1.1065237522125244,-0.0462803840637207,missed_gain
129,0.8736684322357178,0.37477779388427734,correct_environment
130,0.839692234992981,0.2799038887023926,correct_environment
131,0.9255872964859009,0.42920494079589844,correct_environment
132,1.0299655199050903,0.16631031036376953,correct_environment
133,1.6852971315383911,0.21446895599365234,correct_environment
134,1.1851518154144287,0.03637218475341797,correct_environment
135,1.139861822128296,0.37174034118652344,correct_environment
136,0.5141255855560303,0.07149314880371094,correct_environment
137,0.6307244896888733,0.17152881622314453,correct_environment
138,0.44754329323768616,0.038039207458496094,correct_environment
139,0.5294779539108276,-0.04964923858642578,missed_gain
140,0.560649037361145,-0.0844106674194336,missed_gain
141,0.8182797431945801,-0.04216766357421875,missed_gain
142,0.8254064321517944,0.5265111923217773,correct_environment
143,0.673499584197998,0.7278594970703125,correct_environment
144,0.694060742855072,0.7524251937866211,correct_environment
145,1.0690861940383911,0.6665277481079102,correct_environment
146,0.7169530391693115,0.6161832809448242,correct_environment
147,0.6082745790481567,0.9449558258056641,correct_environment
148,0.5115740299224854,1.0416145324707031,correct_environment
149,-0.13142029941082,0.17710590362548828,harmful_switch
150,0.777607798576355,-0.03624534606933594,missed_gain
151,0.7839398384094238,0.22583675384521484,correct_environment
152,0.8860318660736084,1.423299789428711,correct_environment
153,0.9213269948959351,0.9924488067626953,correct_environment
154,0.46348851919174194,0.6650152206420898,correct_environment
155,0.5565111041069031,0.4844799041748047,correct_environment
156,0.7584130764007568,0.37505245208740234,correct_environment
157,1.3366981744766235,0.7076787948608398,correct_environment
158,1.7828694581985474,0.4962749481201172,correct_environment
159,1.331386685371399,0.46378135681152344,correct_environment
160,1.1902145147323608,0.5350608825683594,correct_environment
161,1.1256428956985474,0.8340997695922852,correct_environment
162,1.032378077507019,0.33896732330322266,correct_environment
163,1.0308997631072998,0.36272525787353516,correct_environment
164,0.7032538056373596,0.26152706146240234,correct_environment
165,0.529136061668396,-0.3206501007080078,missed_gain
166,0.5265376567840576,0.1678485870361328,correct_environment
167,0.19673386216163635,-0.08233451843261719,missed_gain
168,0.24075405299663544,-0.2223672866821289,missed_gain
169,0.3730243742465973,0.16099977493286133,correct_environment
170,0.42849522829055786,-0.05373859405517578,missed_gain
171,0.99197918176651,0.3135080337524414,correct_environment
172,1.1641379594802856,0.30901193618774414,correct_environment
173,1.0748646259307861,-0.19322967529296875,missed_gain
174,1.0278810262680054,0.29681968688964844,correct_environment
175,1.4130945205688477,0.11021566390991211,correct_environment
176,1.3088574409484863,-0.18597841262817383,missed_gain
177,0.8640004992485046,0.20961952209472656,correct_environment
178,0.940863311290741,0.038933753967285156,correct_environment
179,0.8203310370445251,-0.03257942199707031,missed_gain
180,0.929595947265625,0.5250587463378906,correct_environment
181,0.9246346354484558,0.05014991760253906,correct_environment
182,0.9339679479598999,0.17693614959716797,correct_environment
183,1.6143168210983276,0.6752414703369141,correct_environment
184,0.5724610090255737,0.22339439392089844,correct_environment
185,0.6011283993721008,-0.11418533325195312,missed_gain
186,0.3980064392089844,0.8313112258911133,correct_environment
187,0.5531157851219177,0.500361442565918,correct_environment
188,0.5713236331939697,0.5409317016601562,correct_environment
189,0.658821702003479,0.6897220611572266,correct_environment
190,0.8437652587890625,0.14441585540771484,correct_environment
191,0.6410388946533203,0.32210636138916016,correct_environment
192,0.7194136381149292,1.019876480102539,correct_environment
193,0.422774076461792,0.16948699951171875,correct_environment
194,0.42522722482681274,1.4674348831176758,correct_environment
195,0.2772366404533386,1.3691425323486328,correct_environment
196,-0.03682872653007507,-0.46216487884521484,correct_invariant
197,0.473968505859375,-0.34188079833984375,missed_gain
198,0.3241947889328003,-0.6550731658935547,missed_gain
199,0.239435076713562,-0.7048139572143555,missed_gain
200,0.31841766834259033,0.08978652954101562,correct_environment
201,0.6087870597839355,0.29979705810546875,correct_environment
202,0.8257424831390381,0.5707311630249023,correct_environment
203,1.020310640335083,0.383270263671875,correct_environment
204,1.2465265989303589,0.1300525665283203,correct_environment
205,-0.7472313642501831,-0.0367889404296875,correct_invariant
206,-0.44813504815101624,-0.5988340377807617,correct_invariant
207,-0.21351279318332672,-0.2501220703125,correct_invariant
208,0.11968597769737244,0.8420476913452148,correct_environment
209,-0.33243340253829956,0.1141357421875,harmful_switch
210,-0.14896374940872192,-0.5249824523925781,correct_invariant
211,0.04356776177883148,-0.025682449340820312,missed_gain
212,0.5278573036193848,0.86822509765625,correct_environment
213,0.7368882894515991,0.6523418426513672,correct_environment
214,0.7236025333404541,0.37485170364379883,correct_environment
215,0.8380700945854187,0.26400279998779297,correct_environment
216,0.7644408345222473,0.034169673919677734,correct_environment
217,0.7861671447753906,0.38314247131347656,correct_environment
218,0.637670636177063,0.1902620792388916,correct_environment
219,0.7783216834068298,0.41802549362182617,correct_environment
220,0.6638258099555969,0.09794473648071289,correct_environment
221,1.5833390951156616,0.7247252464294434,correct_environment
222,2.9915623664855957,0.6986079216003418,correct_environment
223,1.865408182144165,0.27645015716552734,correct_environment
224,2.1447181701660156,0.2356281280517578,correct_environment
225,3.619352340698242,0.5615367889404297,correct_environment
226,1.5518927574157715,0.3694953918457031,correct_environment
227,0.952942430973053,0.5517864227294922,correct_environment
228,1.4250378608703613,-0.4003467559814453,missed_gain
229,1.522112250328064,0.9480705261230469,correct_environment
230,1.475874900817871,1.1438751220703125,correct_environment
231,0.5059698820114136,0.3941030502319336,correct_environment
232,0.5552775859832764,0.062401771545410156,correct_environment
233,0.9178467988967896,-0.15209579467773438,missed_gain
234,0.584492027759552,0.1773233413696289,correct_environment
235,0.793910801410675,0.20725345611572266,correct_environment
236,0.7926710844039917,0.5917882919311523,correct_environment
237,0.7321259379386902,-0.5999774932861328,missed_gain
238,0.6287506818771362,0.043112754821777344,correct_environment
239,0.7092216610908508,0.3093414306640625,correct_environment
240,0.636849582195282,0.1922779083251953,correct_environment
241,0.4048161804676056,0.33901500701904297,correct_environment
242,0.4712722897529602,-0.057120323181152344,missed_gain
243,0.616652250289917,-0.24847793579101562,missed_gain
244,-0.10183990746736526,-0.6100635528564453,correct_invariant
245,-0.489789754152298,-0.11771774291992188,correct_invariant
246,0.29514390230178833,0.3031635284423828,correct_environment
247,0.9162139892578125,-0.30823326110839844,missed_gain
248,1.0149379968643188,0.09085273742675781,correct_environment
249,0.6772875189781189,-0.04169654846191406,missed_gain
250,0.47962355613708496,0.09721755981445312,correct_environment
251,0.6528620719909668,0.4594392776489258,correct_environment
252,0.7215472459793091,0.20070934295654297,correct_environment
253,0.41242480278015137,-0.14405155181884766,missed_gain
254,0.40919774770736694,0.4249095916748047,correct_environment
255,0.5658127665519714,0.2120819091796875,correct_environment
256,0.5359520316123962,0.06344985961914062,correct_environment
257,0.3848472237586975,0.33136844635009766,correct_environment
258,0.6437547206878662,0.01404571533203125,correct_environment
259,0.7643416523933411,-0.040810585021972656,missed_gain
260,0.9469259977340698,0.10075139999389648,correct_environment
261,0.7462919354438782,-0.019896984100341797,missed_gain
262,0.840299129486084,0.3902583122253418,correct_environment
263,0.9135168790817261,-0.24826431274414062,missed_gain
264,0.8390686511993408,-0.13237571716308594,missed_gain
265,0.7367168068885803,-0.030616283416748047,missed_gain
266,0.6470062136650085,0.2555880546569824,correct_environment
267,1.088852047920227,0.40743160247802734,correct_environment
268,1.1778535842895508,0.8334975242614746,correct_environment
269,3.429248094558716,0.4055609703063965,correct_environment
270,3.9331917762756348,0.3930997848510742,correct_environment
271,3.06691575050354,-0.02929210662841797,missed_gain
272,3.6185338497161865,0.5804805755615234,correct_environment
273,4.665163516998291,0.37415218353271484,correct_environment
274,1.8433287143707275,-0.2989635467529297,missed_gain
275,0.5315028429031372,-0.026189804077148438,missed_gain
276,0.6433699727058411,0.48191070556640625,correct_environment
277,1.0255637168884277,-0.10541439056396484,missed_gain
278,0.8346682786941528,0.6464395523071289,correct_environment
279,0.43751928210258484,0.1887369155883789,correct_environment
280,0.46558836102485657,0.8659181594848633,correct_environment
281,0.7817502021789551,0.21819114685058594,correct_environment
282,0.4680481553077698,0.021015167236328125,correct_environment
283,0.6201349496841431,0.05662345886230469,correct_environment
284,0.659142017364502,0.048821449279785156,correct_environment
285,0.8243896961212158,-0.18590831756591797,missed_gain
286,0.7213594913482666,0.1560354232788086,correct_environment
287,0.682152509689331,-0.03663158416748047,missed_gain
288,0.5919303894042969,0.2859354019165039,correct_environment
289,0.6364090442657471,0.5964088439941406,correct_environment
290,0.5187216401100159,0.2716846466064453,correct_environment
291,0.4394446015357971,-0.8101415634155273,missed_gain
292,0.9360912442207336,-0.26626014709472656,missed_gain
293,-0.15186984837055206,-0.049790382385253906,correct_invariant
294,0.8619414567947388,0.04061603546142578,correct_environment
295,0.7656575441360474,0.3873605728149414,correct_environment
296,0.9019491076469421,0.8969230651855469,correct_environment
297,0.6244894862174988,-0.23289108276367188,missed_gain
298,0.46188950538635254,-0.6457204818725586,missed_gain
299,0.7659900188446045,0.09110450744628906,correct_environment
300,0.7908509373664856,0.4179401397705078,correct_environment
301,0.5021086931228638,0.2933692932128906,correct_environment
302,0.49654820561408997,0.220001220703125,correct_environment
303,0.6003296375274658,-0.11576461791992188,missed_gain
304,0.3984607458114624,0.17904090881347656,correct_environment
305,0.26506102085113525,-0.08025169372558594,missed_gain
306,0.4201839864253998,-0.12265872955322266,missed_gain
307,0.9712874293327332,-0.07024288177490234,missed_gain
308,1.1460129022598267,-0.3139653205871582,missed_gain
309,0.9036328792572021,-0.19019842147827148,missed_gain
310,0.6946882605552673,0.30104541778564453,correct_environment
311,0.9245638847351074,0.005196094512939453,correct_environment
312,0.7913156151771545,0.37216901779174805,correct_environment
313,0.6760644912719727,0.22694969177246094,correct_environment
314,0.5940914154052734,0.3825387954711914,correct_environment
315,1.1752989292144775,0.5138263702392578,correct_environment
316,1.078865647315979,0.30902528762817383,correct_environment
317,3.386593818664551,0.4797940254211426,correct_environment
318,4.106400012969971,0.5810666084289551,correct_environment
319,3.2138290405273438,0.852839469909668,correct_environment
320,3.3595683574676514,1.0039091110229492,correct_environment
321,4.573100566864014,0.2724466323852539,correct_environment
322,1.8558740615844727,0.37185001373291016,correct_environment
323,0.6900874376296997,0.4687995910644531,correct_environment
324,0.9968025088310242,0.22604084014892578,correct_environment
325,1.5442414283752441,0.08337879180908203,correct_environment
326,1.3176146745681763,0.8348588943481445,correct_environment
327,0.647872805595398,0.7063493728637695,correct_environment
328,0.7033154368400574,0.911163330078125,correct_environment
329,0.9675318598747253,0.5117206573486328,correct_environment
330,0.5670334100723267,0.38268089294433594,correct_environment
331,0.6449061632156372,0.05972766876220703,correct_environment
332,0.8296287059783936,-0.475616455078125,missed_gain
333,0.5967558026313782,0.4496269226074219,correct_environment
334,0.9293235540390015,0.44237709045410156,correct_environment
335,0.7521143555641174,0.08141613006591797,correct_environment
336,0.6263123154640198,0.10130119323730469,correct_environment
337,0.5056398510932922,0.448028564453125,correct_environment
338,0.5518640875816345,0.7252559661865234,correct_environment
339,0.4839322865009308,0.4270353317260742,correct_environment
340,0.8199282288551331,0.2517709732055664,correct_environment
341,0.25893163681030273,0.03269195556640625,correct_environment
342,0.9826622605323792,-0.13553714752197266,missed_gain
343,0.8077579736709595,0.2915658950805664,correct_environment
344,0.8197199702262878,0.22954177856445312,correct_environment
345,1.052880883216858,-0.5844345092773438,missed_gain
346,0.5522347688674927,0.6393404006958008,correct_environment
347,0.6612215042114258,0.2745656967163086,correct_environment
348,0.7232929468154907,0.22173595428466797,correct_environment
349,0.49987372756004333,0.42860889434814453,correct_environment
350,0.6224732995033264,-0.18162822723388672,missed_gain
351,0.6312546730041504,0.2897052764892578,correct_environment
352,0.5313831567764282,0.03008270263671875,correct_environment
353,0.3271627426147461,-0.11563491821289062,missed_gain
354,0.5707466006278992,0.15594768524169922,correct_environment
355,1.118688702583313,-0.4826374053955078,missed_gain
356,1.1873563528060913,-0.17824649810791016,missed_gain
357,0.914315938949585,0.4271969795227051,correct_environment
358,0.7151421308517456,-0.05267906188964844,missed_gain
359,0.9391477704048157,0.18688344955444336,correct_environment
360,0.8679594397544861,0.06007242202758789,correct_environment
361,0.6614278554916382,0.3963756561279297,correct_environment
362,0.5304266810417175,0.36055850982666016,correct_environment
363,1.1706340312957764,0.9810223579406738,correct_environment
364,1.060224175453186,0.5991806983947754,correct_environment
365,2.924041986465454,0.7093806266784668,correct_environment
366,3.873508930206299,0.5378656387329102,correct_environment
367,3.0436465740203857,0.13555049896240234,correct_environment
368,3.3573732376098633,0.6848430633544922,correct_environment
369,4.533545017242432,0.1667623519897461,correct_environment
370,2.176703453063965,-0.22953224182128906,missed_gain
371,1.1083760261535645,-0.3926849365234375,missed_gain
372,1.2442635297775269,-0.9755458831787109,missed_gain
373,1.5472664833068848,-0.7593507766723633,missed_gain
374,1.7478036880493164,1.0606708526611328,correct_environment
375,1.1069804430007935,-0.6277599334716797,missed_gain
376,0.7831073999404907,0.5501470565795898,correct_environment
377,0.8375261425971985,-0.3965024948120117,missed_gain
378,0.4822094738483429,-0.16602802276611328,missed_gain
379,0.6311793327331543,0.2625694274902344,correct_environment
380,0.7174281477928162,-0.7077903747558594,missed_gain
381,0.8074594140052795,-0.4106159210205078,missed_gain
382,0.783501923084259,0.29396915435791016,correct_environment
383,0.7061557769775391,0.3664360046386719,correct_environment
384,0.630440354347229,-0.22546863555908203,missed_gain
385,0.7645074129104614,0.6935348510742188,correct_environment
386,0.42094212770462036,0.4801063537597656,correct_environment
387,0.4822077453136444,0.5463705062866211,correct_environment
388,0.5582340359687805,0.18709468841552734,correct_environment
389,0.43925607204437256,-0.26450347900390625,missed_gain
390,1.1156926155090332,0.20301342010498047,correct_environment
391,0.9018661379814148,-0.30503177642822266,missed_gain
392,1.0790337324142456,-0.42729759216308594,missed_gain
393,0.784702479839325,0.7017688751220703,correct_environment
394,0.5585182309150696,0.13946056365966797,correct_environment
395,0.6844897866249084,0.3426170349121094,correct_environment
396,0.7053830027580261,0.14810848236083984,correct_environment
397,0.805556058883667,0.4990406036376953,correct_environment
398,0.7480239272117615,0.36736297607421875,correct_environment
399,0.6888875365257263,-0.4227561950683594,missed_gain
400,0.6381324529647827,-0.33316993713378906,missed_gain
401,0.6257686018943787,-0.1605701446533203,missed_gain
402,0.4342704713344574,0.05892467498779297,correct_environment
403,0.5765454769134521,0.17909622192382812,correct_environment
404,0.921748161315918,0.057164669036865234,correct_environment
405,0.5867083668708801,0.6103429794311523,correct_environment
406,0.8072156310081482,0.3034324645996094,correct_environment
407,0.7717195749282837,-0.583648681640625,missed_gain
408,0.9107571244239807,0.5365853309631348,correct_environment
409,0.7281124591827393,0.4499506950378418,correct_environment
410,0.5477423071861267,0.19766569137573242,correct_environment
411,1.0454270839691162,0.5048828125,correct_environment
412,1.1288641691207886,0.7929482460021973,correct_environment
413,2.7328712940216064,0.3023700714111328,correct_environment
414,3.724346399307251,-0.03300762176513672,missed_gain
415,2.620593547821045,0.12100696563720703,correct_environment
416,2.9753081798553467,0.8877048492431641,correct_environment
417,3.883136749267578,-0.11309051513671875,missed_gain
418,1.9640998840332031,0.33647918701171875,correct_environment
419,1.1718025207519531,0.36855220794677734,correct_environment
420,1.304777979850769,-0.5540170669555664,missed_gain
421,1.5163486003875732,0.7964210510253906,correct_environment
422,1.5982320308685303,1.1396684646606445,correct_environment
423,0.6394786834716797,0.9250431060791016,correct_environment
424,0.6898996233940125,0.4919109344482422,correct_environment
425,0.7618097066879272,-0.20890331268310547,missed_gain
426,0.5151573419570923,0.23673057556152344,correct_environment
427,0.7226054668426514,0.386474609375,correct_environment
428,0.787504255771637,-0.0670919418334961,missed_gain
429,1.0368468761444092,0.46246337890625,correct_environment
430,0.9235567450523376,0.21680736541748047,correct_environment
431,0.7079469561576843,0.1863842010498047,correct_environment
432,0.694499671459198,-0.18116283416748047,missed_gain
433,0.7997748851776123,1.2613239288330078,correct_environment
434,0.5150662660598755,0.21193885803222656,correct_environment
435,0.42824816703796387,0.4927053451538086,correct_environment
436,0.6279101967811584,0.30466175079345703,correct_environment
437,1.8510912923375145e-05,-0.13145732879638672,missed_gain
438,0.8972972631454468,0.09864234924316406,correct_environment
439,0.9674862623214722,0.8527717590332031,correct_environment
440,1.2599190473556519,-0.19966506958007812,missed_gain
441,0.986397385597229,0.15494251251220703,correct_environment
442,0.7398207187652588,-0.11464881896972656,missed_gain
443,0.8087363243103027,0.32294273376464844,correct_environment
444,0.7897811532020569,0.7172298431396484,correct_environment
445,0.8560835123062134,-0.07249259948730469,missed_gain
446,0.971280038356781,0.5841484069824219,correct_environment
447,1.0169944763183594,0.30656909942626953,correct_environment
448,1.036832571029663,0.8628320693969727,correct_environment
449,1.072699785232544,0.5691995620727539,correct_environment
450,0.8566835522651672,0.13810253143310547,correct_environment
451,0.6201533079147339,-0.14019775390625,missed_gain
452,0.5341724157333374,-0.07359981536865234,missed_gain
453,0.5512229800224304,-0.1624469757080078,missed_gain
454,0.5204086899757385,0.22070980072021484,correct_environment
455,0.3959190249443054,-0.016651153564453125,missed_gain
456,0.5264376401901245,0.5250520706176758,correct_environment
457,0.4117594063282013,0.2529335021972656,correct_environment
458,0.5289926528930664,0.024992942810058594,correct_environment
459,0.7358388900756836,-0.2730870246887207,missed_gain
460,1.0050996541976929,0.622891902923584,correct_environment
461,1.0788698196411133,0.1852583885192871,correct_environment
462,0.9291624426841736,0.18587732315063477,correct_environment
463,1.2344435453414917,-0.003459930419921875,missed_gain
464,1.1955329179763794,0.24648237228393555,correct_environment
465,0.7685992121696472,0.33062744140625,correct_environment
466,0.8303609490394592,0.3836178779602051,correct_environment
467,0.951849639415741,0.27124786376953125,correct_environment
468,1.0476648807525635,0.6284503936767578,correct_environment
469,1.6267598867416382,0.2517108917236328,correct_environment
470,1.1398731470108032,-0.1442852020263672,missed_gain
471,0.9036899209022522,0.9431028366088867,correct_environment
472,0.480451762676239,-0.012467384338378906,missed_gain
473,0.6308529376983643,0.3332862854003906,correct_environment
474,0.5573064684867859,0.1912078857421875,correct_environment
475,0.6431302428245544,0.30218029022216797,correct_environment
476,0.6562783718109131,0.2353382110595703,correct_environment
477,0.8092725872993469,0.27587318420410156,correct_environment
478,0.7927439212799072,-0.24043655395507812,missed_gain
479,0.6977722644805908,0.1306753158569336,correct_environment
480,0.6660826802253723,-0.09024810791015625,missed_gain
481,0.9503538608551025,0.08659648895263672,correct_environment
482,1.1375060081481934,1.442051887512207,correct_environment
483,0.9046119451522827,0.46193981170654297,correct_environment
484,0.6164504885673523,-0.4530677795410156,missed_gain
485,0.17119647562503815,0.09298324584960938,correct_environment
486,0.5180689692497253,-0.14661407470703125,missed_gain
487,1.4296156167984009,-0.6380014419555664,missed_gain
488,1.7420375347137451,1.0191383361816406,correct_environment
489,0.9771279096603394,0.9659709930419922,correct_environment
490,0.6094740033149719,0.3842439651489258,correct_environment
491,0.7150759696960449,0.7326564788818359,correct_environment
492,0.632937490940094,-0.22070693969726562,missed_gain
493,0.7582313418388367,0.6071386337280273,correct_environment
494,1.1597201824188232,0.05435943603515625,correct_environment
495,1.2762417793273926,-0.28475284576416016,missed_gain
496,1.284334659576416,0.5142183303833008,correct_environment
497,1.211443543434143,0.3861846923828125,correct_environment
498,0.9941726326942444,0.5690031051635742,correct_environment
499,0.8618582487106323,-0.06371307373046875,missed_gain
500,0.6873016953468323,-0.05972576141357422,missed_gain
501,0.5726687908172607,-0.07651805877685547,missed_gain
502,0.4472213089466095,-0.30483436584472656,missed_gain
503,0.2897777557373047,-0.3451242446899414,missed_gain
504,0.29370084404945374,-0.1555776596069336,missed_gain
505,0.3086850941181183,0.03537750244140625,correct_environment
506,0.36978498101234436,-0.26512813568115234,missed_gain
507,1.042262315750122,0.08864784240722656,correct_environment
508,1.3718360662460327,0.5685234069824219,correct_environment
509,1.184433937072754,0.38593387603759766,correct_environment
510,1.1006840467453003,0.21791362762451172,correct_environment
511,1.3642901182174683,0.30183982849121094,correct_environment
512,1.343998670578003,-0.013756275177001953,missed_gain
513,1.0258954763412476,0.36188602447509766,correct_environment
514,0.9941127896308899,-0.1424856185913086,missed_gain
515,1.097983479499817,0.19373130798339844,correct_environment
516,1.0276168584823608,-0.02918720245361328,missed_gain
517,1.0535573959350586,-0.07169532775878906,missed_gain
518,1.0071948766708374,0.007579803466796875,correct_environment
519,1.7745943069458008,0.4995574951171875,correct_environment
520,0.4978795349597931,0.42125701904296875,correct_environment
521,0.4254459738731384,-0.021706581115722656,missed_gain
522,0.4405575394630432,0.13678741455078125,correct_environment
523,0.6489115953445435,0.2372760772705078,correct_environment
524,0.5970840454101562,-0.031053543090820312,missed_gain
525,0.9185144305229187,1.0036792755126953,correct_environment
526,0.8835517168045044,0.6632862091064453,correct_environment
527,0.6545314192771912,0.5705785751342773,correct_environment
528,0.8991112112998962,0.7920742034912109,correct_environment
529,0.47866371273994446,0.7121782302856445,correct_environment
530,0.29410839080810547,1.2788028717041016,correct_environment
531,0.4523095488548279,0.7204704284667969,correct_environment
532,0.705768346786499,-0.13169574737548828,missed_gain
533,-0.740523099899292,0.3170804977416992,harmful_switch
